4096
0	-13.78476005	-1.563194019e-12
1	-12.00698494	-1.256612592e-10
2	-3.713510583	-1.416751161e-10
3	3.797728245	-5.078071297e-11
4	4.428098185	6.197176106e-11
5	-3.445462328	1.238191771e-10
6	-4.94056044	1.102051783e-10
7	2.960427723	2.514077835e-11
8	8.49786687	-9.189804473e-11
9	-0.4007627729	-1.541007322e-10
10	-3.082419443	-9.273648516e-11
11	6.396920285	5.170974759e-11
12	5.687654244	1.512265868e-10
13	-0.04473233144	1.241353687e-10
14	-9.431263607	9.174883076e-12
15	-10.08112166	-9.752199048e-11
16	-0.4112480559	-1.335624944e-10
17	-2.829741553	-8.631673154e-11
18	-5.117720347	2.487610118e-11
19	-5.260711992	1.354685253e-10
20	-5.533641878	1.512976411e-10
21	-1.236666359	3.792699488e-11
22	-1.388153675	-1.136744032e-10
23	-1.398721249	-1.686313311e-10
24	-1.867233266	-8.62030447e-11
25	-4.071631695	5.199041198e-11
26	-3.750224897	1.406395e-10
27	2.525472357	1.336228905e-10
28	6.995880233	4.214584237e-11
29	-1.10420871	-8.844835975e-11
30	-0.943182231	-1.69526615e-10
31	5.109959946	-1.197726363e-10
32	2.439510482	3.661604353e-11
33	-2.790931182	1.672084693e-10
34	-10.01510492	1.570228392e-10
35	-7.615542451	2.363620411e-11
36	-3.56826946	-1.118731774e-10
37	-1.726491725	-1.55045754e-10
38	6.868876693	-9.508127619e-11
39	5.105734802	2.860645054e-11
40	-0.5640683815	1.435189745e-10
41	-1.50574031	1.619824275e-10
42	-3.288056323	4.827960254e-11
43	-4.694241182	-1.159143892e-10
44	-3.32006015	-1.848352582e-10
45	4.171775725	-9.869616235e-11
46	1.632710798	5.959321925e-11
47	-5.193823696	1.584492537e-10
48	0.4194530028	1.361595281e-10
49	5.091330325	3.040412366e-11
50	0.2365203223	-9.545431112e-11
51	-8.232335488	-1.646842662e-10
52	-3.336905536	-1.153654949e-10
53	4.842726187	3.463540565e-11
54	2.848528607	1.652029624e-10
55	3.421634293	1.597406651e-10
56	1.480300861	2.361666418e-11
57	1.658038413	-1.173585673e-10
58	3.105728006	-1.551470064e-10
59	-1.023871976	-8.227551973e-11
60	-2.161316386	3.423750172e-11
61	-6.311424152	1.299795827e-10
62	-3.939958334	1.430695562e-10
63	1.243378537	4.710898338e-11
64	-6.282390638	-9.770317888e-11
65	-12.37432484	-1.69253056e-10
66	-10.29258108	-9.906209186e-11
67	-0.477982329	5.027089856e-11
68	4.189206553	1.458850818e-10
69	-2.997249949	1.244426784e-10
70	-6.735676941	2.667732701e-11
71	-0.6057881662	-7.997691398e-11
72	5.364125741	-1.369073743e-10
73	-3.855644595	-1.057145482e-10
74	-7.14496144	1.120525894e-11
75	3.464989421	1.338200661e-10
76	6.300651757	1.515001458e-10
77	7.040729391	4.373390539e-11
78	3.735705492	-9.276135415e-11
79	2.359268738	-1.408704264e-10
80	5.271268698	-8.560796516e-11
81	-0.217544529	1.555200413e-11
82	-0.2135368009	1.021618345e-10
83	1.117175994	1.267332905e-10
84	0.5031234822	6.741540659e-11
85	5.602096231	-5.407052583e-11
86	9.04928388	-1.473221545e-10
87	11.34091578	-1.180087139e-10
88	8.663138054	1.387956416e-11
89	1.020521398	1.251541093e-10
90	-5.595302053	1.319140353e-10
91	-2.329954092	5.182787532e-11
92	5.129975494	-5.18989296e-11
93	0.9639156691	-1.225561874e-10
94	1.158200003	-1.177111741e-10
95	3.340240469	-2.511768571e-11
96	-0.9952980013	1.051230214e-10
97	-2.566859067	1.641513592e-10
98	-4.987542828	8.711786847e-11
99	-2.20259788	-6.133404895e-11
100	-1.826905978	-1.466649024e-10
101	-2.012655509	-1.157518525e-10
102	6.923558367	-9.839240533e-12
103	5.63220822	9.328893213e-11
104	-0.1565640253	1.412647777e-10
105	-2.213113869	9.702105785e-11
106	-5.246909258	-2.531308496e-11
107	-6.92505226	-1.470104039e-10
108	-4.745739192	-1.520907844e-10
109	1.854707135	-2.198685678e-11
110	-2.293284835	1.246709402e-10
111	-8.089232674	1.613384981e-10
112	-2.431725631	8.045653033e-11
113	0.6064385617	-4.855493785e-11
114	-3.456701025	-1.376410097e-10
115	-7.377576433	-1.381588177e-10
116	3.194361822	-4.265299225e-11
117	12.68228799	1.025846075e-10
118	8.17481982	1.833964092e-10
119	6.272853772	1.129771832e-10
120	1.90107739	-5.296119099e-11
121	0.3650227826	-1.682112227e-10
122	3.419421443	-1.444107056e-10
123	3.970912175	-1.615241274e-11
124	5.648864671	1.101820857e-10
125	1.024722027	1.562048269e-10
126	4.084916695	1.007913752e-10
127	13.89089609	-2.918110198e-11
128	9.951424352	-1.534106175e-10
129	-1.208659977	-1.634292701e-10
130	-8.025433546	-3.209876809e-11
131	-2.538603646	1.293303242e-10
132	2.271150364	1.779820735e-10
133	-2.094693675	8.528555639e-11
134	-4.249709169	-5.987299545e-11
135	0.7817402592	-1.458948518e-10
136	5.7531993	-1.318012366e-10
137	-3.947540324	-3.095035339e-11
138	-7.720917633	1.013393813e-10
139	1.031073223	1.749853595e-10
140	1.931628573	1.118154458e-10
141	4.786818326	-4.943423448e-11
142	6.085896398	-1.677236128e-10
143	4.924458692	-1.438298369e-10
144	3.692132526	-1.097433255e-11
145	-1.854506173	1.158015905e-10
146	2.566603674	1.486579748e-10
147	6.661262307	8.517186956e-11
148	5.459188513	-2.81676904e-11
149	7.288448246	-1.326947441e-10
150	6.873804873	-1.461755161e-10
151	6.804463368	-3.786304603e-11
152	5.915027627	1.096776003e-10
153	1.947179405	1.67819536e-10
154	-6.689420086	8.751399605e-11
155	-8.890537653	-5.047695595e-11
156	-2.726703355	-1.312763231e-10
157	-3.112840282	-1.137419048e-10
158	0.9145833715	-2.911892949e-11
159	3.173556214	7.755662779e-11
160	-1.294646358	1.457083343e-10
161	0.3613811711	1.106608138e-10
162	2.716461477	-1.869793209e-11
163	6.891015025	-1.384155013e-10
164	2.979584679	-1.399564908e-10
165	-3.587308825	-2.852118541e-11
166	0.6819058914	9.324629957e-11
167	0.07316943762	1.315374476e-10
168	0.7184112889	8.923528583e-11
169	5.183047579	-5.757172516e-12
170	3.834835807	-9.914025156e-11
171	-0.596073955	-1.347242318e-10
172	-1.908820582	-6.712586043e-11
173	1.064194196	7.074607566e-11
174	-5.315301923	1.555804374e-10
175	-9.915607852	1.105417979e-10
176	-2.906016088	-1.217692613e-11
177	2.27335113	-1.144435657e-10
178	2.190302621	-1.238777969e-10
